File name:,NGADG0009.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,5,27,-9999,-9999,26.9,-9999,-9999,23.2,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,7,27.3,-9999,-9999,28.6,-9999,-9999,24.6,-9999,-9999,0.707,-9999,-9999,0.19,-9999,-9999,0.112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,9,29.3,-9999,-9999,29.2,-9999,-9999,22,-9999,-9999,0.958,-9999,-9999,0.374,-9999,-9999,0.303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,17,43.2,-9999,-9999,47.1,-9999,-9999,45.4,-9999,-9999,1.68,-9999,-9999,0.303,-9999,-9999,0.228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,54.1,5.23
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,21,53.3,-9999,-9999,55.2,-9999,-9999,47.7,-9999,-9999,2.55,-9999,-9999,0.996,-9999,-9999,0.874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,26,54.6,-9999,-9999,54.8,-9999,-9999,50.5,-9999,-9999,2.11,-9999,-9999,0.701,-9999,-9999,0.649,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,30,58.3,-9999,-9999,61.8,-9999,-9999,52.5,-9999,-9999,1.99,-9999,-9999,0.73,-9999,-9999,0.642,-9999,-9999,103,38.462,0.73,12,0.25,0,84.4,5.11
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,37,76.6,-9999,-9999,80.8,-9999,-9999,68.6,-9999,-9999,2.86,-9999,-9999,1.26,-9999,-9999,1.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,44,78.6,-9999,-9999,82.5,-9999,-9999,69.8,-9999,-9999,3.94,-9999,-9999,1.8,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,51,73.9,-9999,-9999,77.9,-9999,-9999,65.8,-9999,-9999,4.06,-9999,-9999,1.86,-9999,-9999,1.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,4,57,96.8,-9999,-9999,95.8,-9999,-9999,83.9,-9999,-9999,4.68,-9999,-9999,1.95,-9999,-9999,1.89,-9999,-9999,141,0.656,0.02,0.18,0.09,0,82,5.76
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,0,-9999,7.02,Hyperbolic,-9999,7.04,Hyperbolic,-9999,8.73,Hyperbolic,-9999,0.1918,Linear,-9999,0.2941,Linear,-9999,0.1628,Linear,64.2,0.422,0.03,0.06,0.09,0,38.85,5.23
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,1,7.78,-9999,-9999,9.2,-9999,-9999,15,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,5,46.7,-9999,-9999,52,-9999,-9999,50.5,-9999,-9999,0.0954,-9999,-9999,0.167,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,7,44.1,-9999,-9999,43.8,-9999,-9999,52,-9999,-9999,0.394,-9999,-9999,0.552,-9999,-9999,0.178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,9,46.9,-9999,-9999,46.4,-9999,-9999,41.3,-9999,-9999,0.603,-9999,-9999,0.803,-9999,-9999,0.399,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,17,73.3,-9999,-9999,72.1,-9999,-9999,79.5,-9999,-9999,1.55,-9999,-9999,2.4,-9999,-9999,1.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62.9,5.2
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,21,72.8,-9999,-9999,70.6,-9999,-9999,78.9,-9999,-9999,2.72,-9999,-9999,3.89,-9999,-9999,2.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,26,79,-9999,-9999,70.7,-9999,-9999,85.9,-9999,-9999,2.74,-9999,-9999,4.12,-9999,-9999,2.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,30,78.2,-9999,-9999,80.5,-9999,-9999,85.9,-9999,-9999,2.78,-9999,-9999,4.35,-9999,-9999,2.32,-9999,-9999,122,49.649,0.62,12,0.25,0,80,5.1
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,37,104,-9999,-9999,108,-9999,-9999,113,-9999,-9999,4.37,-9999,-9999,6.86,-9999,-9999,3.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,44,109,-9999,-9999,109,-9999,-9999,96.8,-9999,-9999,6.89,-9999,-9999,10.8,-9999,-9999,4.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,51,107,-9999,-9999,107,-9999,-9999,108,-9999,-9999,8.43,-9999,-9999,13,-9999,-9999,6.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Organic,LCP,Trough,0,19,2.48,20.55,19,Anoxic,8,57,139,-9999,-9999,136,-9999,-9999,142,-9999,-9999,10.9,-9999,-9999,16.3,-9999,-9999,9.05,-9999,-9999,96.7,0.948,0.02,0.33,0.09,0,69,5.2
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,0,-9999,0.08,Hyperbolic,-9999,0.1,Hyperbolic,-9999,0.11,Hyperbolic,-9999,0.0001,Linear,-9999,0.0001,Linear,-9999,0.0001,Linear,20,2.946,0.21,1.32,0.03,0,5.67,4.95
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,1,2.21,-9999,-9999,2.13,-9999,-9999,2.66,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,3,2.96,-9999,-9999,3.39,-9999,-9999,3.64,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,5,2.71,-9999,-9999,3.34,-9999,-9999,2.48,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,7,-9999,-9999,-9999,3.65,-9999,-9999,3.76,-9999,-9999,0.00116,-9999,-9999,0.0788,-9999,-9999,0.0394,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,9,3,-9999,-9999,3,-9999,-9999,3,-9999,-9999,0.0797,-9999,-9999,0.117,-9999,-9999,0.144,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,17,2.93,-9999,-9999,3.73,-9999,-9999,3.96,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.5,4.95
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,21,3.05,-9999,-9999,3.89,-9999,-9999,3.95,-9999,-9999,0.0756,-9999,-9999,0.111,-9999,-9999,0.159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,26,-9999,-9999,-9999,3.24,-9999,-9999,3.31,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0.0331,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,30,2.85,-9999,-9999,3.78,-9999,-9999,3.98,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0.0163,-9999,-9999,40,4.934,0.15,1.32,0.72,0,40.2,5.53
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,37,3.1,-9999,-9999,4.84,-9999,-9999,4.19,-9999,-9999,0.0624,-9999,-9999,0.176,-9999,-9999,0.116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,44,3.1,-9999,-9999,4.32,-9999,-9999,5.02,-9999,-9999,0.097,-9999,-9999,0.19,-9999,-9999,0.263,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,51,3.19,-9999,-9999,5.42,-9999,-9999,-9999,-9999,-9999,0.0663,-9999,-9999,0.252,-9999,-9999,0.103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,-2,57,3.61,-9999,-9999,4.94,-9999,-9999,5.93,-9999,-9999,0,-9999,-9999,0.111,-9999,-9999,0.192,-9999,-9999,37.5,0.416,0.03,0.06,0.09,0,41.4,5.98
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,0,-9999,0.29,Hyperbolic,-9999,0.43,Hyperbolic,-9999,0.48,Hyperbolic,-9999,0.0144,Linear,-9999,0.0089,Linear,-9999,0.0079,Linear,20,2.946,0.21,1.32,0.03,0,5.67,4.95
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,1,2.61,-9999,-9999,1.85,-9999,-9999,1.61,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,3,3.68,-9999,-9999,2.74,-9999,-9999,2.5,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,5,3.78,-9999,-9999,3.02,-9999,-9999,2.71,-9999,-9999,0.0551,-9999,-9999,0.0311,-9999,-9999,0.00948,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,7,3.63,-9999,-9999,3,-9999,-9999,2.86,-9999,-9999,0.213,-9999,-9999,0.184,-9999,-9999,0.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,9,4.93,-9999,-9999,4.2,-9999,-9999,4.02,-9999,-9999,0.322,-9999,-9999,0.287,-9999,-9999,0.259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,17,7.5,-9999,-9999,5.86,-9999,-9999,6.53,-9999,-9999,0.486,-9999,-9999,0.235,-9999,-9999,0.297,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.7,4.95
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,21,8.38,-9999,-9999,6.98,-9999,-9999,6.48,-9999,-9999,0.733,-9999,-9999,0.498,-9999,-9999,0.452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,26,7.96,-9999,-9999,6.72,-9999,-9999,6.22,-9999,-9999,0.523,-9999,-9999,0.309,-9999,-9999,0.275,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,30,8.58,-9999,-9999,7.7,-9999,-9999,8.25,-9999,-9999,0.441,-9999,-9999,0.267,-9999,-9999,0.207,-9999,-9999,30.8,3.684,0.56,1.25,0.21,0,46.8,5.39
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,37,11.4,-9999,-9999,10.8,-9999,-9999,8.86,-9999,-9999,0.677,-9999,-9999,0.457,-9999,-9999,0.398,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,44,12.1,-9999,-9999,11.3,-9999,-9999,10.2,-9999,-9999,0.902,-9999,-9999,0.62,-9999,-9999,0.559,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,51,9.59,-9999,-9999,10.9,-9999,-9999,9.9,-9999,-9999,0.759,-9999,-9999,0.617,-9999,-9999,0.555,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,4,57,14.8,-9999,-9999,15.1,-9999,-9999,13.4,-9999,-9999,0.991,,,0.647,-9999,-9999,0.6,-9999,-9999,18.3,0.351,0.03,0.02,0.09,0,26.7,5.61
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,0,-9999,0.52,Hyperbolic,-9999,0.76,Hyperbolic,-9999,0.57,Hyperbolic,-9999,0.0554,Linear,-9999,0.0521,Linear,-9999,0.0619,Linear,20,2.946,0.21,1.32,0.03,0,5.67,4.95
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,1,2.24,-9999,-9999,1.75,-9999,-9999,1.71,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,3,3.23,-9999,-9999,3.09,-9999,-9999,2.95,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,5,4.27,-9999,-9999,4.31,-9999,-9999,4.22,-9999,-9999,0.0923,-9999,-9999,0.107,-9999,-9999,0.101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,7,5.38,-9999,-9999,5.09,-9999,-9999,5.12,-9999,-9999,0.281,-9999,-9999,0.277,-9999,-9999,0.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,9,5.99,-9999,-9999,6.22,-9999,-9999,6.22,-9999,-9999,0.324,-9999,-9999,0.351,-9999,-9999,0.345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,17,8.38,-9999,-9999,8.88,-9999,-9999,9.03,-9999,-9999,0.502,-9999,-9999,0.582,-9999,-9999,0.588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.2,5.1
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,21,10.1,-9999,-9999,12.6,-9999,-9999,10.1,-9999,-9999,0.995,-9999,-9999,0.965,-9999,-9999,1.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,26,10.6,-9999,-9999,13.6,-9999,-9999,10.7,-9999,-9999,1.18,-9999,-9999,1.01,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,30,11.8,-9999,-9999,15.2,-9999,-9999,12,-9999,-9999,0.952,-9999,-9999,0.817,-9999,-9999,1.12,-9999,-9999,28.3,6.107,0.11,1.46,1.02,0,24.4,5.61
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,37,16.4,-9999,-9999,20.4,-9999,-9999,15.6,-9999,-9999,1.58,-9999,-9999,1.31,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,44,17.3,-9999,-9999,21.9,-9999,-9999,16.9,-9999,-9999,2.37,-9999,-9999,2.09,-9999,-9999,2.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,51,22.8,-9999,-9999,22,-9999,-9999,20,-9999,-9999,2.2,-9999,-9999,2.49,-9999,-9999,2.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0009,Mineral,LCP,Trough,25,69,0.79,8.1,26,Anoxic,8,57,23.8,-9999,-9999,23.7,-9999,-9999,23.2,-9999,-9999,3.36,-9999,-9999,3.06,-9999,-9999,3.61,-9999,-9999,27.5,0.426,0.03,0.06,0.03,0,35.4,5.9
