"Year","Sample","Temp_range","moisture","moisture_units","Q10","Species","Latitude","Longitude","Manipulation","Ecosystem_type","Biome","Source","Incubation","notes","StudyName","DOI","Meas_method"
,,"2_12",,,2.71,"DN",,,,,,"Abdalla2009","lab",,"Ambus1993","https://doi.org/10.1111/j.1574-6968.1993.tb05814.x",
,,"12_22",,,2.53,"DN",,,,,,"Abdalla2009","lab",,"Ambus1993","https://doi.org/10.1111/j.1574-6968.1993.tb05814.x",
,,,,,,,,,,,,,,,,,
,,,,,5.8,"DN",,,,,,"Abdalla2009","lab",,"Abdalla2009","https://doi.org/10.1111/j.1475-2743.2009.00237.x",
,,,,,,,,,,,,,,,,,
,,"15_35",,,2,"DN",,,,,,"Abdalla2009","lab",,"Scholefield1997","https://doi.org/10.1016/S0038-0717(97)00059-X",
,,,,,,,,,,,,,,,,,
,,,"43","percent WFPS",2.4,"CO2",,,"control",,,"Abdalla2009","lab",,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",
,,,"57","percent WFPS",2.5,"CO2",,,"control",,,"Abdalla2009","lab",,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",
,,,"72","percent WFPS",2.1,"CO2",,,"control",,,"Abdalla2009","lab",,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",
,,,"72","percent WFPS",5.4,"N2O",,,"control",,,"Abdalla2009","lab",,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",
,,,"72","percent WFPS",3.8,"DN",,,"control",,,"Abdalla2009","lab",,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,"-10_5",,,4.8,"CO2",,,,,,"Phillips2012","lab",,"Phillips2012","https://doi.org/10.1016/j.soilbio.2011.09.012",
,,"-10_5",,,13.7,"N2O",,,,,,"Phillips2012","lab",,"Phillips2012","https://doi.org/10.1016/j.soilbio.2011.09.012",
,,,,,,,,,,,,,,,,,
,,"25_30",,,1.05,"CO2",,,"control",,,"Hoang2018","lab",,"Hoang2018","https://doi.org/10.3107/jesss.8.22",
,,"25_35",,,1.95,"CO2",,,"control",,,"Hoang2018","lab",,"Hoang2018","https://doi.org/10.3107/jesss.8.22",
,,"25_30",,,0.5,"N2O",,,"control",,,"Hoang2018","lab",,"Hoang2018","https://doi.org/10.3107/jesss.8.22",
,,"25_35",,,3.89,"N2O",,,"control",,,"Hoang2018","lab",,"Hoang2018","https://doi.org/10.3107/jesss.8.22",
,,,,,,,,,,,,,,,,,
,,,,,1.02,"N2O",,,,,,"Zhou2019","field",,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",
,,,,,1.01,"CH4",,,,,,"Zhou2019","field",,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",
,,,,,1.04,"CO2",,,,,,"Zhou2019","field",,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",
,,,,,,,,,,,,,,,,,
,"footslope",,,,1.55,"NO",,,,,,"Feig2008","lab",,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",
,"downslope",,,,2.11,"NO",,,,,,"Feig2008","lab",,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",
,"upslope",,,,2.17,"NO",,,,,,"Feig2008","lab",,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",
,,,,,,,,,,,,,,,,,
,"LFS",,,,2.49,"CO2",,,,,,"Gebremichael2017","field",,"Gebremichael2017","https://doi.org/10.5194/bg-14-2611-2017",
,"SFS",,,,2.08,"CO2",,,,,,"Gebremichael2017","field",,"Gebremichael2017","https://doi.org/10.5194/bg-14-2611-2017",
,,,,,,,,,,,,,,,,,
,"LF",,,,5.47,"CO2",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,"PF",,,,3.67,"CO2",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,"BF",,,,4.06,"CO2",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,"LF",,,,2.23,"N2O",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,"PF",,,,1.82,"N2O",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,"BF",,,,1.49,"N2O",,,,,,"Wu2019","field",,"Wu2019","https://doi.org/10.3390/ijerph16162999",
,,,,,,,,,,,,,,,,,
,"A-dry",,,,4.17,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"B-dry",,,,2.52,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"A-wet",,,,4.62,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-dry",,,,3.49,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-dry",,,,3.03,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-wet",,,,1,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-wet",,,,1.18,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-dry",,,,2.52,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-dry",,,,2.43,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,"BS-dry",,,,2.36,"CO2",,,,,,"Kim2003","field",,"Kim2003","https://doi.org/10.1029/2001JD000663",
,,,,,,,,,,,,,,,,,
,,,,,1.5,"CH4",,,,,,"Kim2003","field",,"Born1990","https://doi.org/10.1034/j.1600-0889.1990.00002.x",
,,,,,2,"CH4",,,,,,"Kim2003","field",,"Crill1991","https://doi.org/10.1029/91GB02466",
,,,,,,,,,,,,,,,,,
,,,,,4.9,"DN",,,,,,"Lemke1998","field",,"Lemke1998","https://doi.org/10.2136/sssaj1998.03615995006200050025x",
,,,,,,,,,,,,,,,,,
,"unfelled",,,,3.77,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"unfelled",,,,4.44,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"unfelled",,,,3.3,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"unfelled",,,,4.94,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"felled",,,,3.16,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"felled",,,,2.57,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"felled",,,,2.06,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,"felled",,,,3.46,"CO2",,,,,,"Yamulki2021","field",,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",
,,,,,,,,,,,,,,,,,
,,,,,5.92,"CO2",,,,,,"Yamulki2021","field",,"Takakai2008","https://doi.org/10.1111/j.1747-0765.2008.00309.x",
,,,,,,,,,,,,,,,,,
,,,,,1.77,"N2O",,,,,,"Myrstener2016","lab","lake sediment","Myrstener2016","https://doi.org/10.1016/j.jes.2016.03.003",
,,,,,1.69,"DN",,,,,,"Myrstener2016","lab","lake sediment","Myrstener2016","https://doi.org/10.1016/j.jes.2016.03.003",
,,,,,,,,,,,,,,,,,
,,"17_27",,,1.9,"N2O",,,,,,"Hosono2006",,"greenhouse","Hosono2006","https://doi.org/10.1007/s10705-006-9016-z",
,,"8_18",,,2.9,"N2O",,,,,,"Hosono2006",,"greenhouse","Hosono2006","https://doi.org/10.1007/s10705-006-9016-z",
